symbol,close_now,high_52w,low_52w,prox_52w_high,prox_52w_low,dma_20,dma_50,dma_200,vs_dma_20,vs_dma_50,vs_dma_200,trend_signal,vol_20d_avg,rsi,rsi_signal,macd_line,macd_signal,macd_hist,macd_cross,atr_14,atr_pct,bb_upper,bb_lower,bb_mid,bb_pct,bb_width,bb_signal,bb_squeeze,obv_signal,adx,adx_plus_di,adx_minus_di,adx_strength,adx_direction,as_of_date
NAVINFLUOR,8151.0,8775.5,4498.5,-7.12,81.19,7887.0,7639.82,6614.65,3.35,6.69,23.23,STRONG_UPTREND,356487.0,56.7,BULLISH,191.2117,159.7339,31.4778,BULLISH,253.996,3.12,8616.49,7157.51,7887.0,68.09,18.5,MID_BAND,False,ACCUMULATING,29.57,27.52,13.33,MODERATE_TREND,BULLISH,2026-08-17
NAVKARCORP,98.89,132.5,74.05,-25.37,33.54,101.32,104.33,98.52,-2.4,-5.21,0.38,CONSOLIDATING,425821.0,41.02,BEARISH,-1.5625,-1.2767,-0.2859,BEARISH,3.4044,3.44,104.78,97.86,101.32,14.91,6.84,MID_BAND,False,DISTRIBUTING,15.93,15.88,21.7,RANGING,BEARISH,2026-08-17
NAVNETEDUL,134.54,168.5,121.5,-20.15,10.73,136.33,141.23,143.03,-1.31,-4.74,-5.94,DOWNTREND,257928.0,43.99,BEARISH,-2.7737,-3.0411,0.2674,BULLISH,4.1801,3.11,147.92,124.74,136.33,42.27,17.01,MID_BAND,False,DISTRIBUTING,27.89,14.52,21.41,MODERATE_TREND,BEARISH,2026-08-17
NAZARA,350.1,362.0,215.7,-3.29,62.31,332.25,311.65,273.67,5.37,12.34,27.93,STRONG_UPTREND,3234019.0,69.56,BULLISH,14.0113,13.0509,0.9604,BULLISH,10.6854,3.05,378.9,285.59,332.25,69.14,28.08,MID_BAND,False,ACCUMULATING,39.25,26.68,10.91,STRONG_TREND,BULLISH,2026-08-17
NBCC,89.75,125.85,77.18,-28.68,16.29,94.03,99.69,99.77,-4.55,-9.97,-10.04,DOWNTREND,6249126.0,31.82,BEARISH,-2.0918,-1.7595,-0.3323,BEARISH,2.1818,2.43,97.99,90.07,94.03,-4.02,8.43,NEAR_LOWER,False,DISTRIBUTING,24.16,12.48,35.23,MODERATE_TREND,BEARISH,2026-08-17
NBIFIN,2064.0,2991.0,1539.0,-30.99,34.11,2159.28,2035.59,2036.66,-4.41,1.4,1.34,UPTREND,2679.0,44.26,BEARISH,8.7472,29.914,-21.1667,BEARISH,90.109,4.37,2266.69,2051.87,2159.28,5.65,9.95,NEAR_LOWER,False,ACCUMULATING,22.3,17.2,18.97,MODERATE_TREND,BEARISH,2026-08-17
NCC,139.4,222.31,130.0,-37.29,7.23,141.71,145.77,152.91,-1.63,-4.37,-8.84,DOWNTREND,1536813.0,41.49,BEARISH,-0.6707,-0.7783,0.1076,BULLISH,3.3993,2.44,147.74,135.67,141.71,30.9,8.52,MID_BAND,False,ACCUMULATING,15.94,17.62,25.93,RANGING,BEARISH,2026-08-17
NCLIND,172.02,220.39,147.5,-21.95,16.62,179.52,184.68,185.48,-4.18,-6.86,-7.26,DOWNTREND,40372.0,34.35,BEARISH,-3.4321,-2.6841,-0.748,BEARISH,5.1053,2.97,190.53,168.52,179.52,15.91,12.26,MID_BAND,False,DISTRIBUTING,28.34,8.24,22.5,MODERATE_TREND,BEARISH,2026-08-17
NDGL,2878.7,4085.0,2100.0,-29.53,37.08,2769.46,2705.42,2726.54,3.94,6.4,5.58,STRONG_UPTREND,280.0,57.47,BULLISH,40.3341,27.5455,12.7886,BULLISH,165.674,5.76,2940.77,2598.16,2769.46,81.88,12.37,MID_BAND,False,ACCUMULATING,37.79,29.34,9.6,STRONG_TREND,BULLISH,2026-08-17
NDL,2.33,3.75,1.8,-37.87,29.44,2.34,2.41,2.69,-0.43,-3.32,-13.38,DOWNTREND,777238.0,44.85,BEARISH,-0.0213,-0.0268,0.0055,BULLISH,0.0743,3.19,2.39,2.28,2.34,44.72,4.46,SQUEEZE,True,ACCUMULATING,16.32,15.71,18.52,RANGING,BEARISH,2026-08-17
NDLVENTURE,123.56,140.0,84.2,-11.74,46.75,126.88,129.04,,-2.62,-4.25,,INSUFFICIENT_DATA,36320.0,38.19,BEARISH,-0.5955,-0.4237,-0.1718,BEARISH_CROSS,4.8819,3.95,131.5,122.26,126.88,14.07,7.29,MID_BAND,False,DISTRIBUTING,16.27,14.32,15.35,RANGING,BEARISH,2026-08-17
NDRAUTO,803.55,1186.6,605.05,-32.28,32.81,817.39,827.63,783.14,-1.69,-2.91,2.61,CONSOLIDATING,30508.0,43.82,BEARISH,-3.5226,-2.382,-1.1406,BEARISH,29.8723,3.72,839.3,795.48,817.39,18.42,5.36,MID_BAND,False,ACCUMULATING,26.77,22.74,13.43,MODERATE_TREND,BULLISH,2026-08-17
NDTV,76.34,159.53,58.75,-52.15,29.94,76.78,79.37,81.44,-0.57,-3.82,-6.26,DOWNTREND,106260.0,42.31,BEARISH,-0.8573,-0.9323,0.075,BULLISH,1.8187,2.38,78.52,75.03,76.78,37.47,4.54,MID_BAND,False,ACCUMULATING,10.79,21.6,25.3,RANGING,BEARISH,2026-08-17
NEAGI,3295.9,3459.2,3001.0,-4.72,9.83,3135.94,3148.24,,5.1,4.69,,INSUFFICIENT_DATA,66.0,62.88,BULLISH,10.8757,-2.9605,13.8362,BULLISH,83.9483,2.55,3255.19,3016.69,3135.94,117.07,7.61,NEAR_UPPER,False,DISTRIBUTING,24.3,45.48,13.97,MODERATE_TREND,BULLISH,2026-08-17
NECLIFE,11.23,21.4,9.3,-47.52,20.75,12.49,11.47,,-10.09,-2.09,,INSUFFICIENT_DATA,477374.0,42.25,BEARISH,0.3228,0.3225,0.0003,BULLISH,0.8368,7.45,13.83,11.15,12.49,3.16,21.51,NEAR_LOWER,False,ACCUMULATING,31.4,27.95,30.56,STRONG_TREND,BEARISH,2026-08-17
NELCAST,116.94,173.2,85.98,-32.48,36.01,123.52,131.75,121.4,-5.33,-11.24,-3.67,DOWNTREND,572413.0,37.06,BEARISH,-3.7434,-3.5753,-0.1681,BEARISH,4.9497,4.23,138.09,108.95,123.52,27.41,23.59,MID_BAND,False,DISTRIBUTING,13.24,19.49,26.52,RANGING,BEARISH,2026-08-17
NELCO,1081.5,1120.0,500.1,-3.44,116.26,977.82,900.35,738.89,10.6,20.12,46.37,STRONG_UPTREND,536335.0,67.38,BULLISH,40.5117,35.7705,4.7412,BULLISH,50.9122,4.71,1065.23,890.42,977.83,109.31,17.88,NEAR_UPPER,False,ACCUMULATING,39.28,31.11,8.62,STRONG_TREND,BULLISH,2026-08-17
NEOGEN,2270.1,2374.0,966.7,-4.38,134.83,2086.56,2047.63,1525.53,8.8,10.86,48.81,STRONG_UPTREND,170507.0,63.85,BULLISH,37.8513,22.8349,15.0165,BULLISH,102.7617,4.53,2229.96,1943.17,2086.57,114.0,13.74,NEAR_UPPER,False,ACCUMULATING,24.16,32.71,14.45,MODERATE_TREND,BULLISH,2026-08-17
NEPHROPLUS,694.65,769.75,446.0,-9.76,55.75,687.32,683.77,,1.07,1.59,,INSUFFICIENT_DATA,172025.0,53.92,NEUTRAL,7.4173,8.114,-0.6968,BEARISH,27.2937,3.93,725.6,649.04,687.32,59.57,11.14,MID_BAND,False,ACCUMULATING,24.45,25.64,13.2,MODERATE_TREND,BULLISH,2026-08-17
NESCO,1046.3,1638.9,996.0,-36.16,5.05,1053.17,1082.52,1154.7,-0.65,-3.35,-9.39,DOWNTREND,40890.0,43.59,BEARISH,-13.7569,-14.7557,0.9987,BULLISH,26.4904,2.53,1088.45,1017.88,1053.17,40.27,6.7,MID_BAND,False,DISTRIBUTING,25.46,9.69,18.97,MODERATE_TREND,BEARISH,2026-08-17
NESTLEIND,1470.0,1553.0,1145.0,-5.34,28.38,1497.91,1452.29,1339.12,-1.86,1.22,9.77,UPTREND,2609751.0,45.99,NEUTRAL,13.9273,20.0057,-6.0785,BEARISH,33.5058,2.28,1559.58,1436.24,1497.91,27.37,8.23,MID_BAND,False,ACCUMULATING,16.43,17.4,21.53,RANGING,BEARISH,2026-08-17
NETWEB,5212.4,5269.0,2190.7,-1.07,137.93,4639.25,4576.39,3746.12,12.35,13.9,39.14,STRONG_UPTREND,1433445.0,66.33,BULLISH,182.607,121.095,61.512,BULLISH,209.6842,4.02,5319.77,3958.73,4639.25,92.11,29.34,NEAR_UPPER,False,ACCUMULATING,26.34,32.95,12.54,MODERATE_TREND,BULLISH,2026-08-17
NETWORK18,28.95,58.1,27.38,-50.17,5.73,29.17,30.91,35.49,-0.75,-6.34,-18.43,DOWNTREND,2437001.0,40.75,BEARISH,-0.4929,-0.5464,0.0534,BULLISH,0.7772,2.68,30.09,28.25,29.17,38.07,6.32,SQUEEZE,True,ACCUMULATING,17.02,15.29,20.85,RANGING,BEARISH,2026-08-17
NEULANDLAB,23661.0,23843.0,11500.0,-0.76,105.75,20565.8,19114.94,15858.44,15.05,23.78,49.2,STRONG_UPTREND,108349.0,73.94,OVERBOUGHT,1285.172,962.5394,322.6326,BULLISH,833.1119,3.52,24445.56,16686.04,20565.8,89.89,37.73,MID_BAND,False,ACCUMULATING,43.77,36.21,5.69,STRONG_TREND,BULLISH,2026-08-17
NEWGEN,534.85,1041.95,401.05,-48.67,33.36,541.74,512.81,587.91,-1.27,4.3,-9.03,DOWNTREND,1815090.0,49.89,NEUTRAL,7.3894,11.4344,-4.045,BEARISH,23.6809,4.43,578.95,504.53,541.74,40.74,13.74,MID_BAND,False,ACCUMULATING,22.15,22.31,21.2,MODERATE_TREND,BULLISH,2026-08-17
NEXTMEDIA,3.91,8.48,3.42,-53.89,14.33,3.89,3.94,4.87,0.51,-0.76,-19.71,DOWNTREND,7401.0,50.4,NEUTRAL,-0.0319,-0.031,-0.0009,BEARISH,0.2226,5.69,4.06,3.72,3.89,55.94,8.87,MID_BAND,False,ACCUMULATING,15.85,14.49,10.72,RANGING,BULLISH,2026-08-17
NFL,71.54,102.97,63.35,-30.52,12.93,71.62,73.58,78.02,-0.11,-2.77,-8.31,DOWNTREND,465767.0,43.39,BEARISH,-0.3914,-0.5249,0.1334,BULLISH,1.2521,1.75,72.94,70.31,71.62,46.79,3.67,MID_BAND,False,ACCUMULATING,10.92,23.4,21.38,RANGING,BULLISH,2026-08-17
NGLFINE,2908.4,3602.0,1271.0,-19.26,128.83,3302.55,3149.69,2251.59,-11.93,-7.66,29.17,CONSOLIDATING,10488.0,34.24,BEARISH,51.0363,83.6772,-32.6409,BEARISH_CROSS,192.768,6.63,3570.89,3034.21,3302.55,-23.44,16.25,NEAR_LOWER,False,ACCUMULATING,25.34,18.09,30.36,MODERATE_TREND,BEARISH,2026-08-17
NH,1828.5,2093.3,1589.0,-12.65,15.07,1936.79,1946.41,1854.73,-5.59,-6.06,-1.41,DOWNTREND,376856.0,32.87,BEARISH,-41.6084,-25.0401,-16.5682,BEARISH,44.5311,2.44,2118.49,1755.08,1936.79,20.2,18.76,MID_BAND,False,DISTRIBUTING,29.26,10.53,28.66,MODERATE_TREND,BEARISH,2026-08-17
NHPC,76.6,89.22,71.62,-14.14,6.95,78.38,78.0,78.06,-2.27,-1.79,-1.87,DOWNTREND,13705722.0,40.87,BEARISH,-0.5476,-0.3088,-0.2388,BEARISH,1.5683,2.05,81.07,75.7,78.38,16.75,6.85,MID_BAND,False,DISTRIBUTING,17.47,21.74,20.46,RANGING,BULLISH,2026-08-17
NIACL,183.64,218.0,116.97,-15.76,57.0,175.11,176.09,159.27,4.87,4.29,15.3,STRONG_UPTREND,2675008.0,58.06,BULLISH,1.6714,0.757,0.9144,BULLISH,6.35,3.46,187.74,162.48,175.11,83.76,14.43,MID_BAND,False,ACCUMULATING,22.4,32.88,16.59,MODERATE_TREND,BULLISH,2026-08-17
NIBE,1439.0,1848.0,809.6,-22.13,77.74,1442.49,1544.58,1202.38,-0.24,-6.84,19.68,CONSOLIDATING,61965.0,46.36,NEUTRAL,-20.2348,-30.5032,10.2684,BULLISH,64.5286,4.48,1564.08,1320.91,1442.5,48.56,16.86,MID_BAND,False,DISTRIBUTING,15.82,26.47,23.46,RANGING,BULLISH,2026-08-17
NIBL,32.72,40.8,24.06,-19.8,35.99,34.84,32.66,31.06,-6.08,0.18,5.34,UPTREND,46883.0,45.09,NEUTRAL,-0.0307,0.4305,-0.4612,BEARISH,2.0908,6.39,38.06,31.63,34.84,17.01,18.47,MID_BAND,False,ACCUMULATING,29.31,16.52,15.98,MODERATE_TREND,BULLISH,2026-08-17
NIITLTD,95.63,116.4,49.0,-17.84,95.16,95.96,97.49,82.2,-0.34,-1.91,16.34,CONSOLIDATING,434863.0,49.08,NEUTRAL,-0.1578,0.0597,-0.2176,BEARISH,3.8601,4.04,99.2,92.72,95.96,44.96,6.75,SQUEEZE,True,ACCUMULATING,19.92,24.44,17.49,RANGING,BULLISH,2026-08-17
NIITMTS,239.01,443.9,203.3,-46.16,17.57,240.58,235.59,313.08,-0.65,1.45,-23.66,DOWNTREND,145794.0,47.89,NEUTRAL,1.4483,1.9287,-0.4804,BEARISH,10.3497,4.33,252.73,228.43,240.58,43.55,10.1,MID_BAND,False,DISTRIBUTING,13.66,12.78,18.15,RANGING,BEARISH,2026-08-17
NILAINFRA,7.02,11.55,5.9,-39.22,18.98,7.37,7.53,8.25,-4.75,-6.77,-14.91,DOWNTREND,206028.0,35.99,BEARISH,-0.0821,-0.0526,-0.0295,BEARISH,0.2641,3.76,7.68,7.05,7.37,-5.05,8.54,NEAR_LOWER,False,ACCUMULATING,17.52,12.27,21.36,RANGING,BEARISH,2026-08-17
NILASPACES,12.87,20.47,11.35,-37.13,13.39,12.11,12.4,,6.28,3.79,,INSUFFICIENT_DATA,614759.0,59.84,BULLISH,-0.0119,-0.0885,0.0765,BULLISH,0.7115,5.53,12.71,11.52,12.11,113.84,9.78,NEAR_UPPER,False,ACCUMULATING,18.93,28.95,12.15,RANGING,BULLISH,2026-08-17
NILE,1477.6,2018.9,1445.7,-26.81,2.21,1710.16,1750.77,,-13.6,-15.6,,INSUFFICIENT_DATA,6967.0,33.72,BEARISH,-86.1232,-55.7622,-30.3609,BEARISH,90.4856,6.12,2048.7,1371.62,1710.16,15.65,39.59,MID_BAND,False,DISTRIBUTING,28.49,14.71,30.74,MODERATE_TREND,BEARISH,2026-08-17
NILKAMAL,1810.0,1983.5,1050.5,-8.75,72.3,1772.45,1490.16,1381.75,2.12,21.46,30.99,STRONG_UPTREND,132612.0,58.65,BULLISH,105.9232,112.4289,-6.5057,BEARISH,94.3145,5.21,1978.97,1565.94,1772.45,59.09,23.3,SQUEEZE,True,ACCUMULATING,55.61,31.55,12.55,STRONG_TREND,BULLISH,2026-08-17
NIMBSPROJ,184.0,231.23,165.81,-20.43,10.97,206.83,,,-11.04,,,INSUFFICIENT_DATA,115374.0,40.4,BEARISH,-3.0283,1.7295,-4.7578,BEARISH,14.0503,7.64,240.18,173.48,206.83,15.78,32.25,MID_BAND,False,ACCUMULATING,26.06,15.63,25.14,MODERATE_TREND,BEARISH,2026-08-17
NINSYS,735.4,762.3,281.05,-3.53,161.66,517.95,401.2,,41.98,83.3,,INSUFFICIENT_DATA,9903.0,84.29,OVERBOUGHT,93.988,67.0364,26.9517,BULLISH,50.2736,6.84,777.13,258.77,517.95,91.95,100.08,NEAR_UPPER,False,ACCUMULATING,54.37,40.5,6.15,STRONG_TREND,BULLISH,2026-08-17
NIPPOBATRY,331.3,505.9,257.0,-34.51,28.91,327.89,338.85,358.7,1.04,-2.23,-7.64,DOWNTREND,2650.0,49.68,NEUTRAL,-2.6265,-3.8977,1.2713,BULLISH,11.5897,3.5,335.25,320.54,327.9,73.14,4.49,MID_BAND,False,DISTRIBUTING,11.22,13.84,13.3,RANGING,BULLISH,2026-08-17
NIRAJ,28.61,51.98,20.15,-44.96,41.99,30.45,27.56,,-6.04,3.81,,INSUFFICIENT_DATA,104145.0,45.32,NEUTRAL,0.9052,1.0991,-0.1939,BEARISH_CROSS,2.1927,7.66,34.04,26.85,30.45,24.43,23.62,MID_BAND,False,ACCUMULATING,21.17,22.0,32.11,MODERATE_TREND,BEARISH,2026-08-17
NIRAJISPAT,211.0,347.4,155.0,-39.26,36.13,201.71,206.52,,4.61,2.17,,INSUFFICIENT_DATA,74.0,53.93,NEUTRAL,2.691,1.3743,1.3167,BULLISH,11.5529,5.48,224.92,178.5,201.71,70.01,23.02,MID_BAND,False,ACCUMULATING,13.67,21.72,34.77,RANGING,BEARISH,2026-08-17
NIRLON,621.5,657.0,516.03,-5.4,20.44,624.14,622.68,,-0.42,-0.19,,INSUFFICIENT_DATA,8654.0,46.93,NEUTRAL,2.0206,2.0007,0.02,BULLISH,15.719,2.53,636.54,611.75,624.14,39.34,3.97,MID_BAND,False,ACCUMULATING,14.32,18.35,15.71,RANGING,BULLISH,2026-08-17
NITCO,92.54,126.0,64.0,-26.56,44.59,101.52,104.41,91.34,-8.85,-11.37,1.31,CONSOLIDATING,608515.0,34.89,BEARISH,-3.2934,-1.9851,-1.3083,BEARISH,4.693,5.07,112.02,91.02,101.52,7.25,20.69,NEAR_LOWER,False,DISTRIBUTING,20.33,12.32,29.46,MODERATE_TREND,BEARISH,2026-08-17
NITINSPIN,553.75,599.0,302.2,-7.55,83.24,549.88,550.81,419.98,0.7,0.53,31.85,STRONG_UPTREND,117895.0,51.14,NEUTRAL,1.947,3.4257,-1.4787,BEARISH,21.2506,3.84,585.26,514.51,549.88,55.46,12.87,MID_BAND,False,DISTRIBUTING,24.93,24.26,16.09,MODERATE_TREND,BULLISH,2026-08-17
NITIRAJ,203.23,236.98,168.0,-14.24,20.97,213.24,200.09,197.32,-4.69,1.57,3.0,UPTREND,3873.0,42.85,BEARISH,1.1343,3.1466,-2.0123,BEARISH,11.288,5.55,223.28,203.21,213.24,0.12,9.41,NEAR_LOWER,False,DISTRIBUTING,15.73,13.2,14.15,RANGING,BEARISH,2026-08-17
NITTAGELA,1589.1,2087.2,837.05,-23.86,89.85,1749.12,1714.31,,-9.15,-7.3,,INSUFFICIENT_DATA,9920.0,39.14,BEARISH,-49.6809,-21.9273,-27.7537,BEARISH,89.8374,5.65,2001.69,1496.56,1749.12,18.32,28.88,MID_BAND,False,DISTRIBUTING,20.38,18.67,20.68,MODERATE_TREND,BEARISH,2026-08-17
NIVABUPA,82.71,91.4,67.5,-9.51,22.53,85.73,85.59,78.82,-3.52,-3.36,4.94,CONSOLIDATING,1689614.0,35.55,BEARISH,-0.5315,-0.0183,-0.5132,BEARISH,2.0901,2.53,88.61,82.85,85.73,-2.43,6.72,NEAR_LOWER,False,ACCUMULATING,26.29,15.2,18.82,MODERATE_TREND,BEARISH,2026-08-17
NKIND,60.49,87.78,54.54,-31.09,10.91,61.16,62.37,64.75,-1.1,-3.01,-6.58,DOWNTREND,556.0,47.73,NEUTRAL,-0.4357,-0.4914,0.0557,BULLISH,3.9915,6.6,65.58,56.74,61.16,42.4,14.45,MID_BAND,False,ACCUMULATING,12.64,16.99,25.45,RANGING,BEARISH,2026-08-17
NLCINDIA,277.65,387.8,222.0,-28.4,25.07,291.82,304.91,281.7,-4.86,-8.94,-1.44,DOWNTREND,2282787.0,34.29,BEARISH,-7.5253,-5.8285,-1.6968,BEARISH,8.5236,3.07,311.42,272.23,291.82,13.84,13.43,MID_BAND,False,ACCUMULATING,26.88,12.84,29.07,MODERATE_TREND,BEARISH,2026-08-17
NMDC,85.5,97.49,68.19,-12.3,25.38,84.67,85.6,83.07,0.98,-0.12,2.93,CONSOLIDATING,17473910.0,52.02,NEUTRAL,-0.0077,-0.149,0.1414,BULLISH,1.9131,2.24,86.7,82.65,84.67,70.41,4.79,MID_BAND,False,ACCUMULATING,14.63,16.02,26.72,RANGING,BEARISH,2026-08-17
NOCIL,163.71,204.5,125.31,-19.95,30.64,165.44,168.87,160.21,-1.05,-3.06,2.18,CONSOLIDATING,1077480.0,45.65,NEUTRAL,-1.4444,-1.1066,-0.3378,BEARISH,5.4162,3.31,173.87,157.02,165.44,39.73,10.19,MID_BAND,False,ACCUMULATING,14.78,21.83,20.67,RANGING,BULLISH,2026-08-17
NORBTEAEXP,66.17,90.0,58.6,-26.48,12.92,66.2,69.88,,-0.05,-5.31,,INSUFFICIENT_DATA,2126.0,48.15,NEUTRAL,-1.8828,-1.8513,-0.0314,BEARISH,3.7265,5.63,70.81,61.58,66.2,49.72,13.95,MID_BAND,False,ACCUMULATING,37.94,11.21,20.0,STRONG_TREND,BEARISH,2026-08-17
NORTHARC,278.7,334.0,206.0,-16.56,35.29,287.94,295.77,265.95,-3.21,-5.77,4.79,CONSOLIDATING,758978.0,39.81,BEARISH,-4.8747,-4.3468,-0.5279,BEARISH,9.7136,3.49,304.05,271.84,287.94,21.31,11.19,MID_BAND,False,DISTRIBUTING,19.89,14.05,23.35,RANGING,BEARISH,2026-08-17
NOVARTIND,1589.1,1780.0,950.0,-10.72,67.27,1612.96,1514.61,,-1.48,4.92,,INSUFFICIENT_DATA,32374.0,51.97,NEUTRAL,15.1243,26.9352,-11.8109,BEARISH,75.5029,4.75,1700.5,1525.43,1612.96,36.37,10.85,MID_BAND,False,DISTRIBUTING,31.6,21.9,14.42,STRONG_TREND,BULLISH,2026-08-17
NPST,1622.8,2236.7,846.6,-27.45,91.68,1545.02,1581.21,1354.06,5.03,2.63,19.85,STRONG_UPTREND,42839.0,58.1,BULLISH,10.8756,2.0628,8.8129,BULLISH,86.8337,5.35,1615.16,1474.88,1545.02,105.45,9.08,NEAR_UPPER,False,ACCUMULATING,11.69,20.01,16.2,RANGING,BULLISH,2026-08-17
NRAIL,509.9,574.0,357.3,-11.17,42.71,493.04,461.25,457.52,3.42,10.55,11.45,STRONG_UPTREND,28442.0,56.57,BULLISH,18.6185,17.3674,1.2511,BULLISH,26.0085,5.1,552.17,433.9,493.03,64.26,23.99,MID_BAND,False,ACCUMULATING,35.55,29.23,11.96,STRONG_TREND,BULLISH,2026-08-17
NRBBEARING,484.05,487.0,212.55,-0.61,127.73,435.93,430.2,319.02,11.04,12.52,51.73,STRONG_UPTREND,565111.0,64.98,BULLISH,15.2851,11.3655,3.9196,BULLISH,21.5021,4.44,493.09,378.77,435.93,92.09,26.22,NEAR_UPPER,False,ACCUMULATING,32.29,26.59,8.92,STRONG_TREND,BULLISH,2026-08-17
NSIL,5555.0,8730.0,4700.0,-36.37,18.19,5558.02,5524.21,5880.0,-0.05,0.56,-5.53,DOWNTREND,2077.0,50.53,NEUTRAL,14.3093,23.1316,-8.8224,BEARISH,131.2513,2.36,5733.57,5382.48,5558.02,49.14,6.32,MID_BAND,False,ACCUMULATING,23.67,22.56,16.56,MODERATE_TREND,BULLISH,2026-08-17
NSLNISP,41.76,53.75,33.01,-22.31,26.51,43.33,44.26,42.09,-3.62,-5.65,-0.78,DOWNTREND,4190680.0,39.82,BEARISH,0.0403,0.0135,0.0268,BULLISH,1.3711,3.28,45.71,40.94,43.33,17.18,11.01,MID_BAND,False,ACCUMULATING,16.0,22.52,31.1,RANGING,BEARISH,2026-08-17
NTPC,337.0,414.4,315.55,-18.68,6.8,344.83,350.17,358.86,-2.27,-3.76,-6.09,DOWNTREND,9140662.0,39.46,BEARISH,-3.5164,-3.3346,-0.1819,BEARISH_CROSS,6.0757,1.8,353.45,336.2,344.83,4.63,5.0,NEAR_LOWER,False,DISTRIBUTING,20.75,13.27,20.37,MODERATE_TREND,BEARISH,2026-08-17
NTPCGREEN,92.14,119.95,84.0,-23.18,9.69,92.21,94.2,96.01,-0.08,-2.19,-4.03,DOWNTREND,9071348.0,46.55,NEUTRAL,-0.6847,-0.9736,0.289,BULLISH,1.7992,1.95,95.82,88.59,92.21,49.07,7.84,MID_BAND,False,ACCUMULATING,13.37,18.67,17.89,RANGING,BULLISH,2026-08-17
NUCLEUS,713.8,1084.8,682.0,-34.2,4.66,713.5,741.01,821.91,0.04,-3.67,-13.15,DOWNTREND,45567.0,47.41,NEUTRAL,-12.0874,-14.1103,2.0228,BULLISH,24.0159,3.36,754.28,672.73,713.5,50.36,11.43,MID_BAND,False,DISTRIBUTING,20.25,23.57,20.94,MODERATE_TREND,BULLISH,2026-08-17
NUVAMA,1731.2,2066.0,1096.9,-16.21,57.83,1771.67,1771.13,1472.91,-2.28,-2.25,17.54,CONSOLIDATING,562603.0,47.71,NEUTRAL,-33.4568,-24.8606,-8.5961,BEARISH,69.7264,4.03,1985.55,1557.78,1771.66,40.54,24.14,MID_BAND,False,DISTRIBUTING,21.64,22.79,26.2,MODERATE_TREND,BEARISH,2026-08-17
NUVOCO,331.1,477.5,276.25,-30.66,19.86,346.65,330.24,330.59,-4.49,0.26,0.15,UPTREND,549033.0,44.16,BEARISH,-0.4904,2.7614,-3.2518,BEARISH,10.8755,3.28,366.56,326.74,346.65,10.94,11.49,MID_BAND,False,DISTRIBUTING,26.16,19.03,20.18,MODERATE_TREND,BEARISH,2026-08-17
NYKAA,327.05,348.0,225.26,-6.02,45.19,330.29,313.42,272.1,-0.98,4.35,20.19,UPTREND,6591656.0,51.8,NEUTRAL,3.8138,5.734,-1.9202,BEARISH,7.7496,2.37,341.8,318.78,330.29,35.93,6.97,MID_BAND,False,DISTRIBUTING,32.29,20.93,15.92,STRONG_TREND,BULLISH,2026-08-17
OAL,349.45,400.0,228.0,-12.64,53.27,370.0,348.5,303.95,-5.55,0.27,14.97,UPTREND,30614.0,44.19,BEARISH,2.8962,7.9576,-5.0615,BEARISH,17.47,5.0,400.44,339.57,370.0,16.24,16.45,MID_BAND,False,ACCUMULATING,27.18,14.81,17.3,MODERATE_TREND,BEARISH,2026-08-17
OBCL,53.99,62.0,49.0,-12.92,10.18,53.16,54.73,55.13,1.56,-1.35,-2.07,DOWNTREND,15910.0,53.37,NEUTRAL,-0.0812,-0.288,0.2068,BULLISH,1.7837,3.3,54.22,52.1,53.16,89.08,3.99,MID_BAND,False,ACCUMULATING,6.57,13.36,12.89,RANGING,BULLISH,2026-08-17
OBEROIRLTY,1931.0,1986.1,1391.2,-2.77,38.8,1826.21,1798.43,1653.67,5.74,7.37,16.77,STRONG_UPTREND,359060.0,65.92,BULLISH,9.0042,2.6445,6.3597,BULLISH_CROSS,49.0851,2.54,1902.96,1749.46,1826.21,118.26,8.41,NEAR_UPPER,False,ACCUMULATING,18.51,30.17,16.32,RANGING,BULLISH,2026-08-17
ODIGMA,22.64,56.09,20.0,-59.64,13.2,22.72,23.89,,-0.35,-5.23,,INSUFFICIENT_DATA,36789.0,45.27,NEUTRAL,-0.2105,-0.1858,-0.0246,BEARISH_CROSS,1.3775,6.08,26.14,19.3,22.72,48.82,30.08,MID_BAND,False,ACCUMULATING,18.81,20.83,22.08,RANGING,BEARISH,2026-08-17
OFSS,11789.0,11979.0,6234.5,-1.59,89.09,11444.15,10910.51,8669.03,3.01,8.05,35.99,STRONG_UPTREND,420806.0,58.69,BULLISH,222.1983,235.1854,-12.9871,BEARISH,373.413,3.17,12205.3,10683.0,11444.15,72.65,13.3,MID_BAND,False,ACCUMULATING,14.72,23.31,21.66,RANGING,BULLISH,2026-08-17
OIL,474.65,531.0,384.6,-10.61,23.41,455.3,438.81,453.69,4.25,8.17,4.62,STRONG_UPTREND,3357406.0,62.48,BULLISH,8.3005,5.7552,2.5452,BULLISH,12.7004,2.68,478.84,431.75,455.3,91.1,10.34,NEAR_UPPER,False,ACCUMULATING,31.62,30.61,11.96,STRONG_TREND,BULLISH,2026-08-17
